k,home_adv,player_boost,rest_factor,travel_factor,pace_factor,playoff_hca_factor,sos_factor,form_weight,accuracy,log_loss,brier,score
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7991,18.0863,6.923,56.71641791044776,0.6809394315032671,0.2439525692586756,-9.533976431328384
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7991,18.0863,7.923,56.71641791044776,0.680939974883651,0.2439530592626931,-9.534000378532156
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7391,15.0863,5.923,56.38474295190713,0.6809945379176884,0.24397878024460326,-9.568633217934925
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7391,15.0863,6.923,56.38474295190713,0.6809946416504362,0.24397905718615964,-9.568645125459163
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7391,15.0863,7.923,56.4179104477612,0.6809951793038609,0.2439795481741292,-9.565352316619935
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7391,16.5863,5.923,56.48424543946932,0.6809969155089605,0.24397981914677247,-9.558743545995652
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7391,16.5863,6.923,56.45107794361526,0.680996993412842,0.24398008359377196,-9.562071496692088
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7391,16.5863,7.923,56.38474295190713,0.6809975052423234,0.24398056208888377,-9.568728230303226
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7391,18.0863,5.923,56.48424543946932,0.6809994791060959,0.24398094841585394,-9.558809225535994
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7391,18.0863,6.923,56.517412935323385,0.6809995311677718,0.24398120034970228,-9.555502969797928
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7391,18.0863,7.923,56.4179104477612,0.6810000171598097,0.24398166633305274,-9.565475745824468
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7691,15.0863,5.923,56.45107794361526,0.6809850871862175,0.24397417184437173,-9.561739776903082
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7691,15.0863,6.923,56.45107794361526,0.6809851914661397,0.243974449251817,-9.561751707440273
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7691,15.0863,7.923,56.48424543946932,0.6809857296602677,0.2439749407024904,-9.558458921434825
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7691,16.5863,5.923,56.517412935323385,0.6809874651493666,0.24397521083341342,-9.55516686099913
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7691,16.5863,6.923,56.517412935323385,0.68098754360033,0.2439754757450162,-9.55517808507095
3.0,25.3165,14.856,12.6871,1.5647,24.4938,0.7691,16.5863,7.923,56.45107794361526,0.68098805597042,0.24397595470154165,-9.5618348414635
